Date,Longitude,Latitude,Elevation,Max Temperature,Min Temperature,Precipitation,Wind,Relative Humidity,Solar
29.06.2000,21.25,52.2983016968,94,17.791,5.595,0.28152468,3.3503013078,0.6579975314,18.693112752
30.06.2000,21.25,52.2983016968,94,17.316,9.861,2.993777208,3.6233141781,0.7318420971,13.040604738
01.07.2000,21.25,52.2983016968,94,20.015,7.11,3.5104773024,1.9618536836,0.7313643741,9.199460412
02.07.2000,21.25,52.2983016968,94,22.678,8.295,5.24253654,3.0603207408,0.6576813654,12.955441752
03.07.2000,21.25,52.2983016968,94,25.638,4.961,0,1.7774697847,0.5202853155,28.285871328
04.07.2000,21.25,52.2983016968,94,27.995,12.329,7.239815244,2.4931950565,0.5196502164,22.74323292
05.07.2000,21.25,52.2983016968,94,26.629,15.729,10.74943818,3.5860663644,0.744635853,11.416836546
06.07.2000,21.25,52.2983016968,94,17.935,14.669,9.76409748,4.5206170612,0.924859879,6.80804847
07.07.2000,21.25,52.2983016968,94,23.372,12.606,0.34847244,2.6003132414,0.6319300233,24.017118192
08.07.2000,21.25,52.2983016968,94,22.783,11.635,3.093338376,2.9041630288,0.7157453163,9.5213223
09.07.2000,21.25,52.2983016968,94,19.508,9.071,5.438234268,3.1306459193,0.6987540982,19.085795298
10.07.2000,21.25,52.2983016968,94,22.352,9.096,0.0068664528,2.9227803895,0.5665737377,20.4567111
11.07.2000,21.25,52.2983016968,94,28.386,15.309,0.306415512,3.3810685351,0.5156635264,16.1703549
12.07.2000,21.25,52.2983016968,94,21.25,13.628,5.477718312,4.2172070592,0.7448227384,16.418525418
13.07.2000,21.25,52.2983016968,94,20.361,10.769,1.8041613984,3.6026702349,0.7044613112,12.553651206
14.07.2000,21.25,52.2983016968,94,22.153,8.638,0,2.0169299498,0.5354396861,15.098289732
15.07.2000,21.25,52.2983016968,94,22.152,11.96,0.1862527464,2.3472676924,0.6389056631,14.312473398
16.07.2000,21.25,52.2983016968,94,25.374,8.962,2.51569656,1.7879959538,0.6972614507,16.12856016
17.07.2000,21.25,52.2983016968,94,19.724,13.589,16.33185756,2.999298463,0.9107439966,18.299138058
18.07.2000,21.25,52.2983016968,94,19.786,13.014,1.639368576,4.7036875736,0.7446971641,14.055804288
19.07.2000,21.25,52.2983016968,94,16.482,11.909,0.83942442,3.1655206922,0.7186005547,9.481274982
20.07.2000,21.25,52.2983016968,94,16.068,12.333,1.566409572,2.3664655881,0.8453505588,4.478341248
21.07.2000,21.25,52.2983016968,94,20.096,12.658,0.9698868288,1.9571963924,0.7697178095,13.242658122
22.07.2000,21.25,52.2983016968,94,23.053,12.8,1.133823744,1.6076199068,0.7096539577,20.518986042
23.07.2000,21.25,52.2983016968,94,24.774,13.086,6.4433068704,0.9424472766,0.7979234321,13.154063562
24.07.2000,21.25,52.2983016968,94,24.756,12.336,0.0343322856,1.9886272976,0.652830728,19.357594866
25.07.2000,21.25,52.2983016968,94,28.291,12.834,13.09433112,2.0562866318,0.7349430106,13.804033212
26.07.2000,21.25,52.2983016968,94,26.262,14.429,1.2282376824,2.720226294,0.704700969,23.118639822
27.07.2000,21.25,52.2983016968,94,22.865,15.913,7.9221728664,3.0880748918,0.7924985193,13.841831736
28.07.2000,21.25,52.2983016968,94,24.364,14.174,0.4806518112,1.902723837,0.7026838871,23.752352448
29.07.2000,21.25,52.2983016968,94,20.762,15.356,17.754936084,2.7402692061,0.8822564967,8.775447912
30.07.2000,21.25,52.2983016968,94,22.125,13.765,10.3202802,4.881782093,0.7395850383,10.106828712
31.07.2000,21.25,52.2983016968,94,22.335,12.17,0.1939776624,3.5450527793,0.677893611,24.79910706
01.08.2000,21.25,52.2983016968,94,18.481,13.685,1.201629492,2.3463755814,0.804748473,7.042950252
02.08.2000,21.25,52.2983016968,94,27.043,12.862,0,3.1418422292,0.6138646345,25.65213705
03.08.2000,21.25,52.2983016968,94,25.902,14.369,0.0034332264,3.4240120182,0.5794266971,25.11190791
04.08.2000,21.25,52.2983016968,94,25.183,13.499,1.6222002264,1.4270134477,0.6865229543,13.532623668
05.08.2000,21.25,52.2983016968,94,26.018,12.938,0.7226947584,1.0286782953,0.6986150991,20.33403615
06.08.2000,21.25,52.2983016968,94,27.955,11.346,0.45318582,1.4628715774,0.6672908301,20.191729032
07.08.2000,21.25,52.2983016968,94,23.219,13.407,1.80330318,2.4804028214,0.7201931794,12.65850396
08.08.2000,21.25,52.2983016968,94,19.796,9.612,0.13904568,3.2262190913,0.626781593,16.847035452
09.08.2000,21.25,52.2983016968,94,17.479,9.29,0.214576884,2.0202207172,0.7236450944,8.64770661
10.08.2000,21.25,52.2983016968,94,22.451,7.957,0,1.9011516918,0.6049243597,25.113768012
11.08.2000,21.25,52.2983016968,94,22.327,14.454,11.542514292,2.5750028482,0.7934371014,18.110081268
12.08.2000,21.25,52.2983016968,94,22.108,14.175,0.7767676368,1.8748338533,0.7602480282,12.433438548
13.08.2000,21.25,52.2983016968,94,21.176,15.161,0.2592088128,1.6905911866,0.6798276045,9.103215402
14.08.2000,21.25,52.2983016968,94,24.503,12.241,0,1.6553929709,0.6515067702,17.22364254
15.08.2000,21.25,52.2983016968,94,28.233,14.115,0,2.4428795731,0.5466508272,23.650652448
16.08.2000,21.25,52.2983016968,94,28.297,16.557,0.0892640088,3.0427940684,0.6122215192,17.705307312
17.08.2000,21.25,52.2983016968,94,29.485,12.637,0,1.9204466432,0.624967757,18.487241712
18.08.2000,21.25,52.2983016968,94,28.578,15.974,0,1.9932126782,0.4860157267,21.558318192
19.08.2000,21.25,52.2983016968,94,32.909,15.313,0,2.0232636755,0.5043955761,20.15746974
20.08.2000,21.25,52.2983016968,94,34.216,15.871,0,2.0853575912,0.488063894,21.42134586
21.08.2000,21.25,52.2983016968,94,33.256,16.888,0.011157984,3.033951253,0.5171513469,20.44316322
22.08.2000,21.25,52.2983016968,94,22.475,12.581,0.0283241232,2.985421999,0.7001880597,14.29115454
23.08.2000,21.25,52.2983016968,94,21.018,10.38,0.0635147064,2.7529567012,0.6490618993,20.57344146
24.08.2000,21.25,52.2983016968,94,19.859,8.703,0.0068664528,3.194101235,0.5942194095,21.20906142
25.08.2000,21.25,52.2983016968,94,14.441,11.692,7.7565164184,5.5573395725,0.8217171262,4.1068107
26.08.2000,21.25,52.2983016968,94,20.321,11.578,0.607681548,3.1880596765,0.7406754908,12.221264898
27.08.2000,21.25,52.2983016968,94,20.938,10.727,0.5750661744,2.7358219536,0.7625914962,12.086887302
28.08.2000,21.25,52.2983016968,94,24.964,11.37,0,2.9321699691,0.6003975119,14.49894789
29.08.2000,21.25,52.2983016968,94,24.005,14.382,0,2.2150917946,0.4915082945,11.59199325
30.08.2000,21.25,52.2983016968,94,25.812,12.505,0.6806373984,0.8691330628,0.5756015732,13.05231003
31.08.2000,21.25,52.2983016968,94,25.643,11.069,0.017166132,1.5950795889,0.5829020395,18.839530512
01.09.2000,21.25,52.2983016968,94,25.461,12.076,0,1.9926536092,0.55187156,13.90106232
02.09.2000,21.25,52.2983016968,94,24.923,11.333,0.2145767184,2.5836843978,0.644716553,16.15251996
03.09.2000,21.25,52.2983016968,94,21.138,10.931,0.248909184,2.5657368562,0.6971720107,16.45076664
04.09.2000,21.25,52.2983016968,94,17.147,11.158,10.295396352,2.7667492232,0.8970544609,10.95693867
05.09.2000,21.25,52.2983016968,94,14.916,10.631,0.502109568,3.7763857569,0.6991152061,10.755173448
06.09.2000,21.25,52.2983016968,94,16.466,8.699,0,2.4779953219,0.6461839981,10.354278168
07.09.2000,21.25,52.2983016968,94,17.192,6.783,0,2.0053541218,0.5878475049,12.238086528
08.09.2000,21.25,52.2983016968,94,18.277,3.773,0,1.7602162895,0.6519533144,17.367854112
09.09.2000,21.25,52.2983016968,94,21.278,11.579,0.4360199904,2.767993845,0.7634484447,8.087907348
10.09.2000,21.25,52.2983016968,94,19.648,14.473,0.69694506,2.7451700545,0.8207383159,4.002692688
11.09.2000,21.25,52.2983016968,94,16.436,10.183,0.3158575344,1.6268234635,0.7688919946,5.5689759
12.09.2000,21.25,52.2983016968,94,17.703,9.397,0.1107216144,1.5951098796,0.7501993657,12.453353352
13.09.2000,21.25,52.2983016968,94,21.042,11.649,2.717400564,2.1685267043,0.7046622303,8.77488678
14.09.2000,21.25,52.2983016968,94,15.861,11.004,7.269002424,3.0074628927,0.9410906609,4.088084022
15.09.2000,21.25,52.2983016968,94,16.603,7.982,0.1896858072,2.2623634095,0.7719845756,13.05371052
16.09.2000,21.25,52.2983016968,94,15.179,6.69,1.9311903,3.6345164615,0.7559852649,11.067470352
17.09.2000,21.25,52.2983016968,94,13.219,7.153,1.9981411632,5.9723914464,0.7329863272,8.983296072
18.09.2000,21.25,52.2983016968,94,7.997,5.687,2.0702358864,4.5038819198,0.7920687902,4.10816358
19.09.2000,21.25,52.2983016968,94,9.834,6.314,0.753593868,2.1947031963,0.8538085473,4.62526641
20.09.2000,21.25,52.2983016968,94,11.418,6.81,0.4935266784,2.039190815,0.8418368626,3.3051384
21.09.2000,21.25,52.2983016968,94,16.076,6.8,0.3364564248,2.7080750279,0.8331092532,10.828460592
22.09.2000,21.25,52.2983016968,94,12.919,8.13,0.6969453408,3.4221673039,0.7795869729,4.97643993
23.09.2000,21.25,52.2983016968,94,13.397,5.465,0.2094268824,2.6534110798,0.6666617131,8.71048341
24.09.2000,21.25,52.2983016968,94,13.742,2.918,0,3.0159906602,0.6411314178,16.045203312
25.09.2000,21.25,52.2983016968,94,14.958,2.989,0,2.4977405212,0.7059974125,15.5840571
26.09.2000,21.25,52.2983016968,94,16.102,3.647,0,1.8944866814,0.7008413489,14.03763444
27.09.2000,21.25,52.2983016968,94,17.024,5.468,0,2.4650783776,0.6832882182,14.53860279
28.09.2000,21.25,52.2983016968,94,20.316,7.776,0,2.7477798498,0.6572047682,12.5492616
29.09.2000,21.25,52.2983016968,94,19.868,8.822,0,3.903064008,0.6235717616,14.14090809
30.09.2000,21.25,52.2983016968,94,17.527,9.088,0,5.2309691009,0.658507268,13.3090245
01.10.2000,21.25,52.2983016968,94,19.647,10.184,0,5.6781767802,0.574666911,9.9264348
02.10.2000,21.25,52.2983016968,94,18.593,13.61,0.181961532,4.7600116711,0.6704789798,6.528938112
03.10.2000,21.25,52.2983016968,94,20.713,10.178,0.0377654904,1.6171316912,0.8274214772,9.15451551
04.10.2000,21.25,52.2983016968,94,22.898,12.787,0,1.5982651432,0.7130050975,11.825044182
05.10.2000,21.25,52.2983016968,94,23.108,11.588,0.108146664,2.3908935635,0.6573554223,12.19589595
06.10.2000,21.25,52.2983016968,94,19.601,10.334,0,2.8958779193,0.517008192,11.867005368
07.10.2000,21.25,52.2983016968,94,19.116,7.617,0,2.8257356139,0.6129451209,12.2201406
08.10.2000,21.25,52.2983016968,94,18.499,11.423,0,4.5009552899,0.5504544451,11.6704674
09.10.2000,21.25,52.2983016968,94,15.693,7.73,0,5.0904716697,0.4897980648,11.608427232
10.10.2000,21.25,52.2983016968,94,13.516,5,0.024032592,5.0701209473,0.5522804236,11.0395107
11.10.2000,21.25,52.2983016968,94,15.684,6.622,0.0746727192,5.9827241871,0.6109794904,8.396211168
12.10.2000,21.25,52.2983016968,94,22.029,12.458,0,5.3184332618,0.538701736,5.57926776
13.10.2000,21.25,52.2983016968,94,24.156,14.068,0,3.9340324198,0.5977163581,9.9798687
14.10.2000,21.25,52.2983016968,94,23.783,12.719,0,3.3749800087,0.6685302842,10.121116968
15.10.2000,21.25,52.2983016968,94,17.675,10.073,0.0583648632,3.8700712062,0.7745466967,6.72271632
16.10.2000,21.25,52.2983016968,94,20.035,10.165,0,4.8660370593,0.6703258199,9.49595778
17.10.2000,21.25,52.2983016968,94,17.677,10.713,0,3.1220684067,0.633510878,7.747035552
18.10.2000,21.25,52.2983016968,94,15.768,7.935,0,3.3764518706,0.6787460729,8.469508032
19.10.2000,21.25,52.2983016968,94,11.773,4.758,0,4.620792384,0.6082330492,9.7932348
20.10.2000,21.25,52.2983016968,94,11.743,3.084,0,3.6238338395,0.5898720472,7.017303312
21.10.2000,21.25,52.2983016968,94,12.575,0.813,0,3.2205208839,0.6564685816,9.4958406
22.10.2000,21.25,52.2983016968,94,15,3.318,0,2.6960029538,0.6068996365,9.2255013
23.10.2000,21.25,52.2983016968,94,14.619,1.689,0,1.9319804764,0.6718921631,8.56513422
24.10.2000,21.25,52.2983016968,94,15.856,5.012,0.2514838752,3.7219580033,0.6185588723,7.9792812
25.10.2000,21.25,52.2983016968,94,14.336,8.592,0.0583648776,4.1246276233,0.6809823208,2.76457428
26.10.2000,21.25,52.2983016968,94,17.73,10.352,0.913238892,4.2307921402,0.6622787948,4.03802136
27.10.2000,21.25,52.2983016968,94,9.703,7.429,0.8471492424,4.3952407601,0.7282299165,1.63265589
28.10.2000,21.25,52.2983016968,94,13.233,8.431,0.3313067256,3.3932729766,0.6728435289,5.57989317
29.10.2000,21.25,52.2983016968,94,15.891,9.952,0.80852544,4.0188613855,0.6419385636,6.81801102
30.10.2000,21.25,52.2983016968,94,16.28,7.567,0.14333724,4.6640803086,0.6436085691,7.07928462
31.10.2000,21.25,52.2983016968,94,18.628,12.118,0.2660753304,4.7007984665,0.672939266,5.85815796
01.11.2000,21.25,52.2983016968,94,15.711,6.47,16.778182464,2.1759031064,0.8129626367,0.99084366
02.11.2000,21.25,52.2983016968,94,10.075,5.689,0.6188393664,2.8716074004,0.9181625885,4.4543268
03.11.2000,21.25,52.2983016968,94,11.041,4.725,0.1167297408,4.2754333277,0.8515034167,1.79775045
04.11.2000,21.25,52.2983016968,94,12.534,9.818,5.8570839,4.3856045236,0.7784971902,1.04000661
05.11.2000,21.25,52.2983016968,94,9.717,3.811,18.1772196264,3.082615826,0.9543291168,0.979424748
06.11.2000,21.25,52.2983016968,94,8.551,3.435,0.4068379584,4.3061338509,0.8869691452,2.28510045
07.11.2000,21.25,52.2983016968,94,11.481,7.557,4.9953456,6.8471554601,0.7883187851,3.71559357
08.11.2000,21.25,52.2983016968,94,11.051,7.98,2.236747212,3.5650134543,0.887889352,2.06128152
09.11.2000,21.25,52.2983016968,94,9.166,6.358,10.5580326024,3.3050845226,0.9300547329,1.69385706
10.11.2000,21.25,52.2983016968,94,9.075,5.254,0.1905442632,2.7663083572,0.8442876299,3.26699784
11.11.2000,21.25,52.2983016968,94,7.035,3.299,0.0411987312,3.0098703858,0.8076077227,2.48321304
12.11.2000,21.25,52.2983016968,94,7.036,1.476,0.0617981112,3.8621433809,0.8999328465,3.9071808
13.11.2000,21.25,52.2983016968,94,8.377,3.235,0.092697156,3.5393647805,0.862642156,4.62127824
14.11.2000,21.25,52.2983016968,94,10.729,4.57,1.0951997544,3.1213888371,0.9518788414,0.83688786
15.11.2000,21.25,52.2983016968,94,12.719,8.307,1.0969162704,3.5781856597,0.8517194746,0.96131232
16.11.2000,21.25,52.2983016968,94,8.155,5.165,10.71510444,1.9106387529,0.9396740021,0.96997482
17.11.2000,21.25,52.2983016968,94,8.234,5.401,0.762176844,4.3471216219,0.9104290602,1.38999384
18.11.2000,21.25,52.2983016968,94,9.699,4.848,2.980044828,2.9017316663,0.9187281362,1.166849712
19.11.2000,21.25,52.2983016968,94,6.997,1.513,0.4222868832,2.5846805806,0.929600603,3.0439674
20.11.2000,21.25,52.2983016968,94,9.049,5.248,0.132179256,3.0966289239,0.9362513857,3.16051956
21.11.2000,21.25,52.2983016968,94,7.946,6.383,0.2592086976,3.1585441707,0.9324441339,2.23093278
22.11.2000,21.25,52.2983016968,94,7.939,6.833,2.5766368416,2.973081732,0.9417530193,0.540787212
23.11.2000,21.25,52.2983016968,94,7.83,5.9,0.4171370904,4.1549171348,0.9120940693,1.57544982
24.11.2000,21.25,52.2983016968,94,8.126,5.59,0.896930748,4.98348945,0.8754298607,0.802293948
25.11.2000,21.25,52.2983016968,94,8.184,5.345,0.9767542392,3.6444105686,0.8960293299,1.103906232
26.11.2000,21.25,52.2983016968,94,5.145,4.201,7.1883208584,6.2868728253,0.8579844229,1.047149568
27.11.2000,21.25,52.2983016968,94,6.201,4.139,1.6522398,3.9234626132,0.8820837345,0.62268768
28.11.2000,21.25,52.2983016968,94,7.089,1.979,0.293541156,2.1473164276,0.8689600393,2.49620706
29.11.2000,21.25,52.2983016968,94,7.1,1.924,1.0488513384,3.6908191079,0.9121398702,0.606599712
30.11.2000,21.25,52.2983016968,94,7.726,4.51,0.0961303824,3.1699908753,0.8576748414,3.054712752
01.12.2000,21.25,52.2983016968,94,6.705,3.743,1.445390064,1.7920115988,0.8936149826,0.61886214
02.12.2000,21.25,52.2983016968,94,5.524,1.668,0.0308990304,2.0338230973,0.8993600925,3.25878732
03.12.2000,21.25,52.2983016968,94,5.143,3.183,1.2496950504,1.742989758,0.9190271844,0.530381898
04.12.2000,21.25,52.2983016968,94,6.476,4.229,1.8024447024,2.341356585,0.9086963683,0.60378822
05.12.2000,21.25,52.2983016968,94,6.032,4.409,0.772476696,2.0722036847,0.8772990941,0.7043067
06.12.2000,21.25,52.2983016968,94,6.297,3.167,0.422286948,2.7695231496,0.907854827,1.54394946
07.12.2000,21.25,52.2983016968,94,5.599,3.66,0.429153228,3.5380115249,0.8784767096,1.342237392
08.12.2000,21.25,52.2983016968,94,6.669,2.089,0.48751848,4.0605515266,0.8761945181,0.77439339
09.12.2000,21.25,52.2983016968,94,7.341,6.125,11.461832244,2.943968453,0.9488504835,0.450112428
10.12.2000,21.25,52.2983016968,94,7.168,4.938,0.7999421544,2.6055146746,0.9262682039,0.71758116
11.12.2000,21.25,52.2983016968,94,7.588,4.81,2.91138012,3.2475199698,0.9360599399,0.63534393
12.12.2000,21.25,52.2983016968,94,8.628,6.277,4.528425744,3.5289845694,0.9390545594,0.293850162
13.12.2000,21.25,52.2983016968,94,10.897,8.65,6.289676244,3.9894965614,0.9151469946,0.61239357
14.12.2000,21.25,52.2983016968,94,8.873,6.031,2.022171624,4.6532489281,0.795418815,1.73913777
15.12.2000,21.25,52.2983016968,94,6.293,3.617,4.791067776,3.3338004462,0.9079826933,0.52565616
16.12.2000,21.25,52.2983016968,94,4.012,2.259,4.487228208,3.7289350538,0.8487880771,1.14226884
17.12.2000,21.25,52.2983016968,94,3.344,0.372,1.9260403128,3.4978110728,0.90710517,0.7174125
18.12.2000,21.25,52.2983016968,94,2.599,1.066,0.975036528,3.7867438716,0.8652580578,1.07595009
19.12.2000,21.25,52.2983016968,94,1.656,-2.05,0.451469196,3.1610214719,0.7630716179,2.20449249
20.12.2000,21.25,52.2983016968,94,-1.115,-3.643,0.0652313088,2.2533842705,0.6689685585,2.06173035
21.12.2000,21.25,52.2983016968,94,-2.389,-5.747,0,0.9824923487,0.6752756993,2.828304
22.12.2000,21.25,52.2983016968,94,-2.206,-5.324,0.0102996792,2.7021235337,0.6585949038,2.55206115
23.12.2000,21.25,52.2983016968,94,-0.383,-3.567,0,4.6967582511,0.51733155,2.18328777
24.12.2000,21.25,52.2983016968,94,-2.169,-5.179,0.3158569152,2.7382878304,0.7368118364,1.74740661
25.12.2000,21.25,52.2983016968,94,-0.913,-2.564,1.776694536,1.8427494963,0.7903875155,1.02161178
26.12.2000,21.25,52.2983016968,94,-0.86,-3.28,0.4909516272,2.4246200194,0.8404670156,1.9166058
27.12.2000,21.25,52.2983016968,94,-0.166,-2.001,0.5973810984,2.8184309903,0.8583673785,1.232212392
28.12.2000,21.25,52.2983016968,94,0.789,-0.497,7.2870246504,3.9875216031,0.9232147455,0.4368375
29.12.2000,21.25,52.2983016968,94,0.575,-2.642,0.75016044,3.3825111683,0.9538818429,1.46879982
30.12.2000,21.25,52.2983016968,94,0.592,-1.7,3.5671227624,3.3841003835,0.9555247995,0.615937392
31.12.2000,21.25,52.2983016968,94,0.333,-0.854,5.65281144,5.6531675907,0.9256086568,0.834637392
01.01.2001,21.25,52.2983016968,94,-0.506,-3.77,1.0677344112,4.1649298453,0.9039001157,1.32952446
02.01.2001,21.25,52.2983016968,94,0.368,-5.142,5.9000001912,3.9555536203,0.9499999658,1.65667536
03.01.2001,21.25,52.2983016968,94,0.975,-0.101,10.45074186,2.5408297694,0.9798945106,0.912149928
04.01.2001,21.25,52.2983016968,94,1.241,0.267,3.644371692,2.3389619111,0.9931985626,0.82968768
05.01.2001,21.25,52.2983016968,94,1.154,-0.037,1.418781096,3.7881340501,0.9748034513,0.877668552
06.01.2001,21.25,52.2983016968,94,4.602,0.733,5.165292924,4.7934942986,0.9916863089,0.44594982
07.01.2001,21.25,52.2983016968,94,4.694,2.258,1.09519992,1.8555002089,0.9949731297,1.127756322
08.01.2001,21.25,52.2983016968,94,2.368,0.746,6.41498436,2.3808091999,0.9936967977,0.440156718
09.01.2001,21.25,52.2983016968,94,1.353,-0.213,1.998139572,2.6685415825,0.9716318321,1.228724928
10.01.2001,21.25,52.2983016968,94,2.451,0.588,1.889991972,3.7924947165,0.9671020703,0.76539366
11.01.2001,21.25,52.2983016968,94,0.51,-2.481,0.0514984248,3.9554764394,0.9196629095,3.6163665
12.01.2001,21.25,52.2983016968,94,0.316,-2.251,1.225662192,4.7746567356,0.8948825268,2.04052536
13.01.2001,21.25,52.2983016968,94,0.404,-2.033,1.292610384,2.6446225928,0.818363454,1.77547608
14.01.2001,21.25,52.2983016968,94,0.61,-2.644,0.5596158672,2.6421135939,0.8585963814,2.0068308
15.01.2001,21.25,52.2983016968,94,0.685,-1.075,0.926113392,1.8599605064,0.8928516009,1.22833044
16.01.2001,21.25,52.2983016968,94,0.007,-1.716,0.269508276,1.0263502099,0.7737600482,2.35383795
17.01.2001,21.25,52.2983016968,94,0.336,-2.782,0.0720977904,2.3454409736,0.7567525357,3.97355715
18.01.2001,21.25,52.2983016968,94,-1.11,-4.565,0,2.8987645486,0.7223233931,4.189388112
19.01.2001,21.25,52.2983016968,94,-1.801,-4.565,0,3.9079224262,0.6713985879,4.24822608
20.01.2001,21.25,52.2983016968,94,-1.921,-5.29,0,2.2949238509,0.6898468517,3.253778712
21.01.2001,21.25,52.2983016968,94,-2.165,-5.667,0,3.1450911612,0.6965340937,4.136063472
22.01.2001,21.25,52.2983016968,94,-3.8,-6.393,0.0377655264,5.1902943101,0.6591104965,4.371524352
23.01.2001,21.25,52.2983016968,94,-4.113,-7.65,0.044631936,6.5082851143,0.6463180514,4.564740312
24.01.2001,21.25,52.2983016968,94,0.685,-5.138,0.2746581768,6.7862659896,0.7994337602,2.264286312
25.01.2001,21.25,52.2983016968,94,1.884,0.649,3.338813304,4.5856762947,0.9434943764,0.897581052
26.01.2001,21.25,52.2983016968,94,3.026,0.731,1.485728784,3.7143717558,0.9659729664,1.026619272
27.01.2001,21.25,52.2983016968,94,2.209,0.61,0.945855432,2.060576087,0.9800067898,1.175906232
28.01.2001,21.25,52.2983016968,94,4.229,-0.004,0.4051216224,2.9276968126,0.923180512,4.6956411
29.01.2001,21.25,52.2983016968,94,3.609,0.055,0.2574922104,1.9883060615,0.9388741043,2.900812752
30.01.2001,21.25,52.2983016968,94,1.778,-0.177,0.6265632528,1.7826283362,0.869748194,2.41734276
31.01.2001,21.25,52.2983016968,94,1.923,-1.437,0.8308411848,3.4814092117,0.8243619472,3.501901368
01.02.2001,21.25,52.2983016968,94,-0.448,-4.445,0.235176084,3.9819011901,0.6161414703,5.323052808
02.02.2001,21.25,52.2983016968,94,-3.404,-6.874,0.4634855568,2.0321122108,0.6392887832,3.97900908
03.02.2001,21.25,52.2983016968,94,-3.49,-7.161,0.4274370288,2.6191868784,0.7798306098,4.43970072
04.02.2001,21.25,52.2983016968,94,-3.977,-8.629,0,2.8487356289,0.7189227335,5.46913332
05.02.2001,21.25,52.2983016968,94,2.15,-9.202,4.9884806304,4.8370193185,0.8775275894,0.982743552
06.02.2001,21.25,52.2983016968,94,5.151,2.529,3.851221032,3.704508785,0.9874479921,1.505924352
07.02.2001,21.25,52.2983016968,94,8.557,3.838,0.2952579168,4.174142671,0.9638582441,4.154960088
08.02.2001,21.25,52.2983016968,94,7.345,4.939,0.982762272,3.3285781907,0.9667734794,2.114270352
09.02.2001,21.25,52.2983016968,94,8.437,5.718,1.081467144,3.0490806327,0.9706078372,1.66859982
10.02.2001,21.25,52.2983016968,94,5.581,-1.08,1.6445161152,2.8264288292,0.8692267476,4.21661196
11.02.2001,21.25,52.2983016968,94,2.209,-2.871,0.0068664528,2.55844841,0.7800578326,7.48625508
12.02.2001,21.25,52.2983016968,94,6.595,0.226,0.0446319504,4.5931019664,0.8515989695,4.93357212
13.02.2001,21.25,52.2983016968,94,5.021,2.927,2.005005492,3.833786796,0.8996251719,1.52156232
14.02.2001,21.25,52.2983016968,94,3.866,1.577,0.8531568864,2.5523615403,0.8732491083,2.38421196
15.02.2001,21.25,52.2983016968,94,1.928,0.003,0.923538636,3.5029370279,0.9004839871,2.25438606
16.02.2001,21.25,52.2983016968,94,3.025,-1.125,0.6248471184,2.1133984007,0.8997596755,3.48114312
17.02.2001,21.25,52.2983016968,94,3.837,-0.706,0.5235666912,2.8002929362,0.8155668065,8.17469964
18.02.2001,21.25,52.2983016968,94,2.092,-1.828,4.942135548,7.1959210109,0.7823619692,4.2542478
19.02.2001,21.25,52.2983016968,94,2.58,-1.919,2.830696452,4.3917438268,0.8223970434,3.67982181
20.02.2001,21.25,52.2983016968,94,2.8,-0.182,1.6582497048,2.370884135,0.870517463,4.08054411
21.02.2001,21.25,52.2983016968,94,3.586,0.206,5.234816052,7.2891909806,0.8446401143,4.08993831
22.02.2001,21.25,52.2983016968,94,1.651,-1.108,0.894355884,5.6540068643,0.7527434189,7.01228772
23.02.2001,21.25,52.2983016968,94,-0.326,-5.024,1.5535358424,4.6300482455,0.8948847208,5.04596097
24.02.2001,21.25,52.2983016968,94,-3.956,-7.699,0.5476001904,2.981236107,0.8679285848,6.84067626
25.02.2001,21.25,52.2983016968,94,-2.49,-8.978,0.0068664528,2.7484916462,0.829121826,10.75764798
26.02.2001,21.25,52.2983016968,94,-0.716,-8.62,0.0205993584,2.8668255006,0.9305998296,10.08602307
27.02.2001,21.25,52.2983016968,94,-0.59,-16.389,0.8565906384,2.0659660428,0.9643281253,7.13271735
28.02.2001,21.25,52.2983016968,94,0.585,-11.08,0.1124382024,3.9939136838,0.9280297345,9.20756898
01.03.2001,21.25,52.2983016968,94,1.215,-4.547,4.444315164,3.5717207866,0.9696682668,3.43468026
02.03.2001,21.25,52.2983016968,94,2.099,-1.449,1.8350591904,2.7044583777,0.9710941781,3.01719429
03.03.2001,21.25,52.2983016968,94,2.365,-1.07,2.3860935,2.6448966577,0.9506004778,4.22251515
04.03.2001,21.25,52.2983016968,94,1.968,-0.817,7.135964928,2.8206434936,0.9693340402,2.75439699
05.03.2001,21.25,52.2983016968,94,1.651,-2.609,1.5741347904,3.4360436702,0.9395159329,4.47558777
06.03.2001,21.25,52.2983016968,94,3.105,-3.578,0.0137329056,1.9870945425,0.8499994519,12.764530368
07.03.2001,21.25,52.2983016968,94,5.327,-2.876,0,1.783602901,0.8695879506,13.296493368
08.03.2001,21.25,52.2983016968,94,5.452,0.187,0.0480651624,3.1649472166,0.9517074889,8.36758494
09.03.2001,21.25,52.2983016968,94,7.637,0.628,0.8651739384,3.5230304544,0.9606378981,5.4605808
10.03.2001,21.25,52.2983016968,94,11.816,5.468,1.6548167088,2.3277191842,0.9408699675,7.82257248
11.03.2001,21.25,52.2983016968,94,10.324,5.689,1.1089326528,2.7386416128,0.9547980709,3.846658968
12.03.2001,21.25,52.2983016968,94,12.968,5.709,0.490951584,3.2523494619,0.9535214887,5.397355512
13.03.2001,21.25,52.2983016968,94,11.086,4.552,2.2642139448,3.6023370444,0.9369731322,2.57996232
14.03.2001,21.25,52.2983016968,94,8.618,3.281,0.7424357904,2.9380172714,0.8948862763,6.99941052
